6 0
6 1 45
6 2 24 35
6 2 34 35
6 2 34 45
6 2 35 45
6 3 03 14 25
6 3 13 14 25
6 3 13 24 45
6 3 14 25 34
6 3 23 24 25
6 3 23 24 45
6 3 23 34 35
6 3 23 34 45
6 3 24 25 34
6 3 24 34 45
6 3 25 34 45
6 3 25 35 45
6 4 02 03 04 15
6 4 02 03 14 15
6 4 02 03 14 45
6 4 02 13 14 45
6 4 02 13 24 35
6 4 02 13 34 35
6 4 02 13 34 45
6 4 03 04 15 23
6 4 03 04 15 25
6 4 03 13 24 45
6 4 03 14 24 45
6 4 03 15 24 45
6 4 04 15 24 34
6 4 04 15 24 35
6 4 12 13 14 15
6 4 12 13 14 45
6 4 12 13 24 35
6 4 12 13 34 35
6 4 12 13 34 45
6 4 12 23 24 25
6 4 12 23 24 45
6 4 12 23 34 35
6 4 12 23 34 45
6 4 13 14 15 23
6 4 13 14 23 25
6 4 13 15 24 45
6 4 13 23 24 45
6 4 13 23 34 35
6 4 13 23 34 45
6 4 13 24 35 45
6 4 14 15 24 34
6 4 14 15 24 35
6 4 14 23 24 45
6 4 14 23 34 35
6 4 14 23 34 45
6 4 14 24 34 45
6 4 15 23 24 45
6 4 15 23 34 45
6 4 15 24 34 45
6 4 15 25 34 45
6 4 15 25 35 45
6 4 23 24 35 45
6 4 24 25 34 35
6 7 03 04 13 14 23 35 45 0 5
6 7 03 04 13 14 23 35 45 2 5
6 7 03 05 13 14 23 24 45 0 3
6 7 03 05 13 14 23 24 45 1 3
6 7 03 05 13 14 23 24 45 0 5
6 7 03 05 13 14 23 24 45 1 5
6 7 03 05 13 15 23 24 45 0 3
6 7 03 05 13 15 23 24 45 2 3
6 7 03 05 13 15 23 24 45 0 5
6 7 03 05 13 15 23 24 45 2 5
6 7 04 05 12 13 24 25 34 0 4
6 7 04 05 12 13 24 25 34 1 4
6 7 04 05 12 13 24 25 34 0 5
6 7 04 05 12 13 24 25 34 1 5
6 7 04 05 14 15 23 34 35 0 4
6 7 04 05 14 15 23 34 35 2 4
6 7 04 05 14 15 24 25 34 0 4
6 7 04 05 14 15 24 25 34 3 4
6 7 04 05 14 15 24 25 34 0 5
6 7 04 05 14 15 24 25 34 3 5
6 7 04 12 13 24 25 34 35 0 4
6 7 04 12 13 24 25 34 35 1 4
6 7 04 12 13 24 25 34 35 0 5
6 7 04 12 13 24 25 34 35 1 5
6 7 05 12 13 14 25 35 45 0 5
6 7 05 12 13 14 25 35 45 1 5
6 7 05 13 14 23 24 35 45 0 5
6 7 05 13 14 23 24 35 45 1 5
6 8 01 02 03 04 15 25 35 45 0 5
6 8 01 02 03 14 15 24 25 34 0 4
6 8 01 02 03 14 15 24 25 34 0 5
6 8 01 02 13 14 15 23 24 25 0 3
6 8 01 02 13 14 23 24 35 45 0 5
6 8 02 03 04 05 12 13 14 15 0 2
6 8 02 03 04 12 13 14 35 45 0 2
6 8 02 03 04 12 13 14 35 45 0 5
6 8 02 03 04 12 13 25 35 45 0 5
6 8 02 03 04 12 13 25 35 45 1 5
6 8 02 03 12 13 24 25 34 35 0 4
6 8 03 04 05 13 14 15 23 24 0 3
6 8 03 04 05 13 14 15 23 24 2 3
6 8 03 04 05 13 14 15 23 24 0 5
6 8 03 04 05 13 14 15 23 24 2 5
6 8 03 04 13 14 23 24 35 45 0 5
6 8 04 05 12 13 24 25 34 35 0 4
6 8 04 05 12 13 24 25 34 35 1 4
6 8 04 05 14 15 24 25 34 35 0 4
6 9 01 02 03 14 15 24 25 34 35 0 4
6 9 02 03 04 12 13 14 25 35 45 0 5
6 9 03 04 05 13 14 15 23 24 25 0 3
6 0 01 0
6 0 10 0
6 0 12 0
6 1 54 01 0
6 1 54 01 1
6 1 54 01 2
6 1 54 01 4
6 1 54 05 0
6 1 54 05 1
6 1 54 05 4
6 1 54 50 0
6 1 54 50 1
6 1 54 50 4
6 2 42 53 01 0
6 2 42 53 01 1
6 2 42 53 01 2
6 2 42 53 04 0
6 2 42 53 04 1
6 2 42 53 04 2
6 2 42 53 04 3
6 2 42 53 40 0
6 2 42 53 40 1
6 2 42 53 40 2
6 2 42 53 40 3
6 2 42 53 45 0
6 2 42 53 45 2
6 2 42 53 45 3
6 2 43 53 01 0
6 2 43 53 01 1
6 2 43 53 01 2
6 2 43 53 01 3
6 2 43 53 04 0
6 2 43 53 04 1
6 2 43 53 04 3
6 2 43 53 40 0
6 2 43 53 40 1
6 2 43 53 40 3
6 2 43 53 45 0
6 2 43 53 45 3
6 2 43 54 01 0
6 2 43 54 01 1
6 2 43 54 01 2
6 2 43 54 01 3
6 2 43 54 05 0
6 2 43 54 05 1
6 2 43 54 05 3
6 2 43 54 50 0
6 2 43 54 50 1
6 2 43 54 50 3
6 2 53 54 01 0
6 2 53 54 01 1
6 2 53 54 01 2
6 2 53 54 01 3
6 2 53 54 05 0
6 2 53 54 05 1
6 2 53 54 05 3
6 2 53 54 50 0
6 2 53 54 50 1
6 2 53 54 50 3
6 3 30 41 52 34 0
6 3 30 41 52 34 1
6 3 30 41 52 34 2
6 3 31 41 52 03 0
6 3 31 41 52 03 1
6 3 31 41 52 03 2
6 3 31 41 52 05 0
6 3 31 41 52 05 1
6 3 31 41 52 05 2
6 3 31 41 52 30 0
6 3 31 41 52 30 1
6 3 31 41 52 30 2
6 3 31 41 52 34 0
6 3 31 41 52 34 1
6 3 31 41 52 34 2
6 3 31 41 52 35 0
6 3 31 41 52 35 1
6 3 31 41 52 35 2
6 3 31 41 52 50 0
6 3 31 41 52 50 1
6 3 31 41 52 50 2
6 3 31 41 52 53 0
6 3 31 41 52 53 1
6 3 31 41 52 53 2
6 3 31 42 54 03 0
6 3 31 42 54 03 1
6 3 31 42 54 03 2
6 3 31 42 54 05 0
6 3 31 42 54 05 1
6 3 31 42 54 05 2
6 3 31 42 54 30 0
6 3 31 42 54 30 1
6 3 31 42 54 30 2
6 3 31 42 54 35 0
6 3 31 42 54 35 1
6 3 31 42 54 35 2
6 3 31 42 54 50 0
6 3 31 42 54 50 1
6 3 31 42 54 50 2
6 3 31 42 54 53 0
6 3 31 42 54 53 1
6 3 31 42 54 53 2
6 3 41 43 52 04 0
6 3 41 43 52 04 1
6 3 41 43 52 04 2
6 3 41 43 52 05 0
6 3 41 43 52 05 1
6 3 41 43 52 05 2
6 3 41 43 52 40 0
6 3 41 43 52 40 1
6 3 41 43 52 40 2
6 3 41 43 52 45 0
6 3 41 43 52 45 1
6 3 41 43 52 45 2
6 3 41 43 52 50 0
6 3 41 43 52 50 1
6 3 41 43 52 50 2
6 3 41 43 52 54 0
6 3 41 43 52 54 1
6 3 41 43 52 54 2
6 3 32 42 52 01 0
6 3 32 42 52 01 1
6 3 32 42 52 01 2
6 3 32 42 52 03 0
6 3 32 42 52 03 1
6 3 32 42 52 03 2
6 3 32 42 52 30 0
6 3 32 42 52 30 1
6 3 32 42 52 30 2
6 3 32 42 52 34 0
6 3 32 42 52 34 2
6 3 32 42 54 01 0
6 3 32 42 54 01 1
6 3 32 42 54 01 2
6 3 32 42 54 03 0
6 3 32 42 54 03 1
6 3 32 42 54 03 2
6 3 32 42 54 05 0
6 3 32 42 54 05 1
6 3 32 42 54 05 2
6 3 32 42 54 30 0
6 3 32 42 54 30 1
6 3 32 42 54 30 2
6 3 32 42 54 35 0
6 3 32 42 54 35 2
6 3 32 42 54 50 0
6 3 32 42 54 50 1
6 3 32 42 54 50 2
6 3 32 42 54 53 0
6 3 32 42 54 53 2
6 3 32 43 53 01 0
6 3 32 43 53 01 1
6 3 32 43 53 01 2
6 3 32 43 53 04 0
6 3 32 43 53 04 1
6 3 32 43 53 04 2
6 3 32 43 53 40 0
6 3 32 43 53 40 1
6 3 32 43 53 40 2
6 3 32 43 53 45 0
6 3 32 43 53 45 2
6 3 32 43 54 01 0
6 3 32 43 54 01 1
6 3 32 43 54 01 2
6 3 32 43 54 05 0
6 3 32 43 54 05 1
6 3 32 43 54 05 2
6 3 32 43 54 50 0
6 3 32 43 54 50 1
6 3 32 43 54 50 2
6 3 42 43 52 01 0
6 3 42 43 52 01 1
6 3 42 43 52 01 2
6 3 42 43 52 01 3
6 3 42 43 52 04 0
6 3 42 43 52 04 1
6 3 42 43 52 04 2
6 3 42 43 52 04 3
6 3 42 43 52 05 0
6 3 42 43 52 05 1
6 3 42 43 52 05 2
6 3 42 43 52 05 3
6 3 42 43 52 40 0
6 3 42 43 52 40 1
6 3 42 43 52 40 2
6 3 42 43 52 40 3
6 3 42 43 52 45 0
6 3 42 43 52 45 2
6 3 42 43 52 45 3
6 3 42 43 52 50 0
6 3 42 43 52 50 1
6 3 42 43 52 50 2
6 3 42 43 52 50 3
6 3 42 43 52 54 0
6 3 42 43 52 54 2
6 3 42 43 52 54 3
6 3 42 43 54 01 0
6 3 42 43 54 01 1
6 3 42 43 54 01 2
6 3 42 43 54 05 0
6 3 42 43 54 05 1
6 3 42 43 54 05 2
6 3 42 43 54 50 0
6 3 42 43 54 50 1
6 3 42 43 54 50 2
6 3 43 52 54 01 0
6 3 43 52 54 01 1
6 3 43 52 54 01 2
6 3 43 52 54 01 3
6 3 43 52 54 05 0
6 3 43 52 54 05 1
6 3 43 52 54 05 2
6 3 43 52 54 05 3
6 3 43 52 54 50 0
6 3 43 52 54 50 1
6 3 43 52 54 50 2
6 3 43 52 54 50 3
6 3 52 53 54 01 0
6 3 52 53 54 01 1
6 3 52 53 54 01 2
6 3 52 53 54 05 0
6 3 52 53 54 05 1
6 3 52 53 54 05 2
6 3 52 53 54 50 0
6 3 52 53 54 50 1
6 3 52 53 54 50 2
6 4 20 30 40 51 23 0
6 4 20 30 40 51 23 1
6 4 20 30 40 51 25 0
6 4 20 30 40 51 25 1
6 4 20 30 40 51 52 0
6 4 20 30 40 51 52 1
6 4 20 30 41 51 23 0
6 4 20 30 41 51 23 1
6 4 20 30 41 51 24 0
6 4 20 30 41 51 24 1
6 4 20 30 41 54 23 0
6 4 20 30 41 54 23 1
6 4 20 30 41 54 25 0
6 4 20 30 41 54 25 1
6 4 20 30 41 54 52 0
6 4 20 30 41 54 52 1
6 4 20 31 41 54 23 0
6 4 20 31 41 54 23 1
6 4 20 31 41 54 25 0
6 4 20 31 41 54 25 1
6 4 20 31 41 54 32 0
6 4 20 31 41 54 32 1
6 4 20 31 41 54 35 0
6 4 20 31 41 54 35 1
6 4 20 31 41 54 52 0
6 4 20 31 41 54 52 1
6 4 20 31 41 54 53 0
6 4 20 31 41 54 53 1
6 4 20 31 42 53 45 0
6 4 20 31 42 53 45 1
6 4 20 31 43 53 24 0
6 4 20 31 43 53 24 1
6 4 20 31 43 53 42 0
6 4 20 31 43 53 42 1
6 4 20 31 43 53 45 0
6 4 20 31 43 53 45 1
6 4 20 31 43 54 25 0
6 4 20 31 43 54 25 1
6 4 20 31 43 54 52 0
6 4 20 31 43 54 52 1
6 4 30 32 40 51 34 0
6 4 30 32 40 51 34 1
6 4 30 32 40 51 34 2
6 4 30 32 40 51 35 0
6 4 30 32 40 51 35 1
6 4 30 32 40 51 35 2
6 4 30 32 40 51 43 0
6 4 30 32 40 51 43 1
6 4 30 32 40 51 43 2
6 4 30 32 40 51 45 0
6 4 30 32 40 51 45 1
6 4 30 32 40 51 45 2
6 4 30 32 40 51 53 0
6 4 30 32 40 51 53 1
6 4 30 32 40 51 53 2
6 4 30 32 40 51 54 0
6 4 30 32 40 51 54 1
6 4 30 32 40 51 54 2
6 4 30 40 51 52 34 0
6 4 30 40 51 52 34 1
6 4 30 40 51 52 35 0
6 4 30 40 51 52 35 1
6 4 30 40 51 52 53 0
6 4 30 40 51 52 53 1
6 4 30 31 42 54 35 0
6 4 30 31 42 54 35 2
6 4 30 31 42 54 53 0
6 4 30 31 42 54 53 2
6 4 30 41 42 54 35 0
6 4 30 41 42 54 35 1
6 4 30 41 42 54 53 0
6 4 30 41 42 54 53 1
6 4 30 42 51 54 35 0
6 4 30 42 51 54 35 1
6 4 30 42 51 54 35 2
6 4 30 42 51 54 53 0
6 4 30 42 51 54 53 1
6 4 30 42 51 54 53 2
6 4 40 42 43 51 45 0
6 4 40 42 43 51 45 1
6 4 40 42 43 51 54 0
6 4 40 42 43 51 54 1
6 4 40 42 51 53 45 0
6 4 40 42 51 53 45 1
6 4 21 31 41 51 02 0
6 4 21 31 41 51 02 1
6 4 21 31 41 51 20 0
6 4 21 31 41 51 20 1
6 4 21 31 41 51 23 0
6 4 21 31 41 51 23 1
6 4 21 31 41 54 02 0
6 4 21 31 41 54 02 1
6 4 21 31 41 54 05 0
6 4 21 31 41 54 05 1
6 4 21 31 41 54 20 0
6 4 21 31 41 54 20 1
6 4 21 31 41 54 23 0
6 4 21 31 41 54 23 1
6 4 21 31 41 54 25 0
6 4 21 31 41 54 25 1
6 4 21 31 41 54 50 0
6 4 21 31 41 54 50 1
6 4 21 31 41 54 52 0
6 4 21 31 41 54 52 1
6 4 21 31 42 53 04 0
6 4 21 31 42 53 04 1
6 4 21 31 42 53 40 0
6 4 21 31 42 53 40 1
6 4 21 31 42 53 45 0
6 4 21 31 42 53 45 1
6 4 21 31 43 53 02 0
6 4 21 31 43 53 02 1
6 4 21 31 43 53 04 0
6 4 21 31 43 53 04 1
6 4 21 31 43 53 20 0
6 4 21 31 43 53 20 1
6 4 21 31 43 53 24 0
6 4 21 31 43 53 24 1
6 4 21 31 43 53 40 0
6 4 21 31 43 53 40 1
6 4 21 31 43 53 42 0
6 4 21 31 43 53 42 1
6 4 21 31 43 53 45 0
6 4 21 31 43 53 45 1
6 4 21 31 43 54 02 0
6 4 21 31 43 54 02 1
6 4 21 31 43 54 05 0
6 4 21 31 43 54 05 1
6 4 21 31 43 54 20 0
6 4 21 31 43 54 20 1
6 4 21 31 43 54 25 0
6 4 21 31 43 54 25 1
6 4 21 31 43 54 50 0
6 4 21 31 43 54 50 1
6 4 21 31 43 54 52 0
6 4 21 31 43 54 52 1
6 4 21 32 42 52 03 0
6 4 21 32 42 52 03 1
6 4 21 32 42 52 30 0
6 4 21 32 42 52 30 1
6 4 21 32 42 52 34 0
6 4 21 32 42 52 34 1
6 4 21 32 42 54 03 0
6 4 21 32 42 54 03 1
6 4 21 32 42 54 05 0
6 4 21 32 42 54 05 1
6 4 21 32 42 54 30 0
6 4 21 32 42 54 30 1
6 4 21 32 42 54 35 0
6 4 21 32 42 54 35 1
6 4 21 32 42 54 50 0
6 4 21 32 42 54 50 1
6 4 21 32 42 54 53 0
6 4 21 32 42 54 53 1
6 4 21 32 43 53 04 0
6 4 21 32 43 53 04 1
6 4 21 32 43 53 40 0
6 4 21 32 43 53 40 1
6 4 21 32 43 53 45 0
6 4 21 32 43 53 45 1
6 4 21 32 43 54 05 0
6 4 21 32 43 54 05 1
6 4 21 32 43 54 50 0
6 4 21 32 43 54 50 1
6 4 31 32 41 51 03 0
6 4 31 32 41 51 03 1
6 4 31 32 41 51 03 2
6 4 31 32 41 51 04 0
6 4 31 32 41 51 04 1
6 4 31 32 41 51 04 2
6 4 31 32 41 51 30 0
6 4 31 32 41 51 30 1
6 4 31 32 41 51 30 2
6 4 31 32 41 51 34 0
6 4 31 32 41 51 34 1
6 4 31 32 41 51 34 2
6 4 31 32 41 51 40 0
6 4 31 32 41 51 40 1
6 4 31 32 41 51 40 2
6 4 31 32 41 51 43 0
6 4 31 32 41 51 43 1
6 4 31 32 41 51 43 2
6 4 31 32 41 51 45 0
6 4 31 32 41 51 45 1
6 4 31 32 41 51 45 2
6 4 31 32 41 52 03 0
6 4 31 32 41 52 03 1
6 4 31 32 41 52 04 0
6 4 31 32 41 52 04 1
6 4 31 32 41 52 04 2
6 4 31 32 41 52 30 0
6 4 31 32 41 52 30 1
6 4 31 32 41 52 34 0
6 4 31 32 41 52 34 1
6 4 31 32 41 52 34 2
6 4 31 32 41 52 40 0
6 4 31 32 41 52 40 1
6 4 31 32 41 52 40 2
6 4 31 32 41 52 43 0
6 4 31 32 41 52 43 1
6 4 31 32 41 52 43 2
6 4 31 32 41 52 45 0
6 4 31 32 41 52 45 1
6 4 31 32 41 52 45 2
6 4 31 42 51 54 03 0
6 4 31 42 51 54 03 1
6 4 31 42 51 54 03 2
6 4 31 42 51 54 05 0
6 4 31 42 51 54 05 1
6 4 31 42 51 54 05 2
6 4 31 42 51 54 30 0
6 4 31 42 51 54 30 1
6 4 31 42 51 54 30 2
6 4 31 42 51 54 35 0
6 4 31 42 51 54 35 1
6 4 31 42 51 54 35 2
6 4 31 42 51 54 50 0
6 4 31 42 51 54 50 1
6 4 31 42 51 54 50 2
6 4 31 42 51 54 53 0
6 4 31 42 51 54 53 1
6 4 31 42 51 54 53 2
6 4 31 32 42 54 03 0
6 4 31 32 42 54 03 1
6 4 31 32 42 54 03 2
6 4 31 32 42 54 05 0
6 4 31 32 42 54 05 1
6 4 31 32 42 54 05 2
6 4 31 32 42 54 30 0
6 4 31 32 42 54 30 1
6 4 31 32 42 54 30 2
6 4 31 32 42 54 35 0
6 4 31 32 42 54 35 1
6 4 31 32 42 54 35 2
6 4 31 32 42 54 50 0
6 4 31 32 42 54 50 1
6 4 31 32 42 54 50 2
6 4 31 32 42 54 53 0
6 4 31 32 42 54 53 1
6 4 31 32 42 54 53 2
6 4 31 32 43 53 04 0
6 4 31 32 43 53 04 1
6 4 31 32 43 53 40 0
6 4 31 32 43 53 40 1
6 4 31 32 43 53 45 0
6 4 31 32 43 53 45 1
6 4 31 32 43 54 05 0
6 4 31 32 43 54 05 1
6 4 31 32 43 54 50 0
6 4 31 32 43 54 50 1
6 4 31 42 53 54 05 0
6 4 31 42 53 54 05 1
6 4 31 42 53 54 50 0
6 4 31 42 53 54 50 1
6 4 41 42 43 51 04 0
6 4 41 42 43 51 04 1
6 4 41 42 43 51 04 2
6 4 41 42 43 51 05 0
6 4 41 42 43 51 05 1
6 4 41 42 43 51 05 2
6 4 41 42 43 51 40 0
6 4 41 42 43 51 40 1
6 4 41 42 43 51 40 2
6 4 41 42 43 51 45 0
6 4 41 42 43 51 45 1
6 4 41 42 43 51 45 2
6 4 41 42 43 51 50 0
6 4 41 42 43 51 50 1
6 4 41 42 43 51 50 2
6 4 41 42 43 51 54 0
6 4 41 42 43 51 54 1
6 4 41 42 43 51 54 2
6 4 41 42 51 53 04 0
6 4 41 42 51 53 04 1
6 4 41 42 51 53 04 2
6 4 41 42 51 53 04 3
6 4 41 42 51 53 40 0
6 4 41 42 51 53 40 1
6 4 41 42 51 53 40 2
6 4 41 42 51 53 40 3
6 4 41 42 51 53 45 0
6 4 41 42 51 53 45 1
6 4 41 42 51 53 45 2
6 4 41 42 51 53 45 3
6 4 32 41 42 54 03 0
6 4 32 41 42 54 03 1
6 4 32 41 42 54 03 2
6 4 32 41 42 54 05 0
6 4 32 41 42 54 05 1
6 4 32 41 42 54 05 2
6 4 32 41 42 54 30 0
6 4 32 41 42 54 30 1
6 4 32 41 42 54 30 2
6 4 32 41 42 54 35 0
6 4 32 41 42 54 35 1
6 4 32 41 42 54 35 2
6 4 32 41 42 54 50 0
6 4 32 41 42 54 50 1
6 4 32 41 42 54 50 2
6 4 32 41 42 54 53 0
6 4 32 41 42 54 53 1
6 4 32 41 42 54 53 2
6 4 32 41 43 53 04 0
6 4 32 41 43 53 04 1
6 4 32 41 43 53 04 2
6 4 32 41 43 53 05 0
6 4 32 41 43 53 05 1
6 4 32 41 43 53 05 2
6 4 32 41 43 53 40 0
6 4 32 41 43 53 40 1
6 4 32 41 43 53 40 2
6 4 32 41 43 53 45 0
6 4 32 41 43 53 45 1
6 4 32 41 43 53 45 2
6 4 32 41 43 53 50 0
6 4 32 41 43 53 50 1
6 4 32 41 43 53 50 2
6 4 32 41 43 53 54 0
6 4 32 41 43 53 54 1
6 4 32 41 43 53 54 2
6 4 32 41 43 54 05 0
6 4 32 41 43 54 05 1
6 4 32 41 43 54 05 2
6 4 32 41 43 54 50 0
6 4 32 41 43 54 50 1
6 4 32 41 43 54 50 2
6 4 41 42 43 54 05 0
6 4 41 42 43 54 05 1
6 4 41 42 43 54 50 0
6 4 41 42 43 54 50 1
6 4 32 42 51 54 03 0
6 4 32 42 51 54 03 1
6 4 32 42 51 54 03 2
6 4 32 42 51 54 05 0
6 4 32 42 51 54 05 1
6 4 32 42 51 54 05 2
6 4 32 42 51 54 30 0
6 4 32 42 51 54 30 1
6 4 32 42 51 54 30 2
6 4 32 42 51 54 35 0
6 4 32 42 51 54 35 1
6 4 32 42 51 54 35 2
6 4 32 42 51 54 50 0
6 4 32 42 51 54 50 1
6 4 32 42 51 54 50 2
6 4 32 42 51 54 53 0
6 4 32 42 51 54 53 1
6 4 32 42 51 54 53 2
6 4 32 43 51 54 05 0
6 4 32 43 51 54 05 1
6 4 32 43 51 54 05 2
6 4 32 43 51 54 50 0
6 4 32 43 51 54 50 1
6 4 32 43 51 54 50 2
6 4 42 43 51 54 05 0
6 4 42 43 51 54 05 1
6 4 42 43 51 54 05 2
6 4 42 43 51 54 50 0
6 4 42 43 51 54 50 1
6 4 42 43 51 54 50 2
6 4 43 51 52 54 05 0
6 4 43 51 52 54 05 1
6 4 43 51 52 54 05 3
6 4 43 51 52 54 50 0
6 4 43 51 52 54 50 1
6 4 43 51 52 54 50 3
6 4 51 52 53 54 05 0
6 4 51 52 53 54 05 1
6 4 51 52 53 54 50 0
6 4 51 52 53 54 50 1
6 4 32 42 53 54 01 0
6 4 32 42 53 54 01 1
6 4 32 42 53 54 01 2
6 4 32 42 53 54 05 0
6 4 32 42 53 54 05 1
6 4 32 42 53 54 05 2
6 4 32 42 53 54 50 0
6 4 32 42 53 54 50 1
6 4 32 42 53 54 50 2
6 4 42 43 52 53 01 0
6 4 42 43 52 53 01 1
6 4 42 43 52 53 01 2
6 4 42 43 52 53 04 0
6 4 42 43 52 53 04 1
6 4 42 43 52 53 04 2
6 4 42 43 52 53 40 0
6 4 42 43 52 53 40 1
6 4 42 43 52 53 40 2
6 4 42 43 52 53 45 0
6 4 42 43 52 53 45 2
6 5 10 20 30 40 50 12 0
6 5 10 20 30 40 54 12 0
6 5 10 20 30 40 54 15 0
6 5 10 20 30 40 54 51 0
6 5 10 20 30 42 53 14 0
6 5 10 20 30 42 53 41 0
6 5 10 20 30 42 53 45 0
6 5 10 20 30 43 53 12 0
6 5 10 20 30 43 53 14 0
6 5 10 20 30 43 53 41 0
6 5 10 20 30 43 53 45 0
6 5 10 20 30 43 54 12 0
6 5 10 20 30 43 54 15 0
6 5 10 20 30 43 54 51 0
6 5 10 20 31 41 52 34 0
6 5 10 20 31 41 52 35 0
6 5 10 20 31 41 52 53 0
6 5 10 20 31 42 54 35 0
6 5 10 20 31 42 54 53 0
6 5 10 20 32 42 52 13 0
6 5 10 20 32 42 52 31 0
6 5 10 20 32 42 52 34 0
6 5 10 20 32 42 54 13 0
6 5 10 20 32 42 54 15 0
6 5 10 20 32 42 54 31 0
6 5 10 20 32 42 54 35 0
6 5 10 20 32 42 54 51 0
6 5 10 20 32 42 54 53 0
6 5 10 20 32 43 53 14 0
6 5 10 20 32 43 53 41 0
6 5 10 20 32 43 53 45 0
6 5 10 20 32 43 54 15 0
6 5 10 20 32 43 54 51 0
6 5 10 21 31 41 51 23 0
6 5 10 21 31 41 54 23 0
6 5 10 21 31 41 54 25 0
6 5 10 21 31 41 54 52 0
6 5 10 21 31 42 53 45 0
6 5 10 21 31 43 53 24 0
6 5 10 21 31 43 53 42 0
6 5 10 21 31 43 53 45 0
6 5 10 21 31 43 54 25 0
6 5 10 21 31 43 54 52 0
6 5 10 21 32 42 52 34 0
6 5 10 21 32 42 54 35 0
6 5 10 21 32 42 54 53 0
6 5 10 21 32 43 53 45 0
6 5 20 21 30 40 50 23 0
6 5 20 21 30 40 50 23 1
6 5 20 21 30 40 50 32 0
6 5 20 21 30 40 50 32 1
6 5 20 21 30 40 50 34 0
6 5 20 21 30 40 50 34 1
6 5 20 21 30 40 51 23 0
6 5 20 21 30 40 51 23 1
6 5 20 21 30 40 51 25 0
6 5 20 21 30 40 51 25 1
6 5 20 21 30 40 51 32 0
6 5 20 21 30 40 51 32 1
6 5 20 21 30 40 51 34 0
6 5 20 21 30 40 51 34 1
6 5 20 21 30 40 51 35 0
6 5 20 21 30 40 51 35 1
6 5 20 21 30 40 51 52 0
6 5 20 21 30 40 51 52 1
6 5 20 21 30 40 51 53 0
6 5 20 21 30 40 51 53 1
6 5 20 30 41 50 54 23 0
6 5 20 30 41 50 54 23 1
6 5 20 30 41 50 54 25 0
6 5 20 30 41 50 54 25 1
6 5 20 30 41 50 54 52 0
6 5 20 30 41 50 54 52 1
6 5 20 21 30 41 54 23 0
6 5 20 21 30 41 54 23 1
6 5 20 21 30 41 54 25 0
6 5 20 21 30 41 54 25 1
6 5 20 21 30 41 54 32 0
6 5 20 21 30 41 54 32 1
6 5 20 21 30 41 54 35 0
6 5 20 21 30 41 54 35 1
6 5 20 21 30 41 54 52 0
6 5 20 21 30 41 54 52 1
6 5 20 21 30 41 54 53 0
6 5 20 21 30 41 54 53 1
6 5 20 21 30 42 53 45 0
6 5 20 21 30 42 53 45 1
6 5 20 21 30 42 53 54 0
6 5 20 21 30 42 53 54 1
6 5 20 31 40 41 54 23 0
6 5 20 31 40 41 54 23 1
6 5 20 31 40 41 54 25 0
6 5 20 31 40 41 54 25 1
6 5 20 31 40 41 54 52 0
6 5 20 31 40 41 54 52 1
6 5 20 31 40 43 53 24 0
6 5 20 31 40 43 53 24 1
6 5 20 31 40 43 53 25 0
6 5 20 31 40 43 53 25 1
6 5 20 31 40 43 53 42 0
6 5 20 31 40 43 53 42 1
6 5 20 31 40 43 53 45 0
6 5 20 31 40 43 53 45 1
6 5 20 31 40 43 53 52 0
6 5 20 31 40 43 53 52 1
6 5 20 31 40 43 53 54 0
6 5 20 31 40 43 53 54 1
6 5 20 31 40 43 54 25 0
6 5 20 31 40 43 54 25 1
6 5 20 31 40 43 54 52 0
6 5 20 31 40 43 54 52 1
6 5 20 31 41 50 54 23 0
6 5 20 31 41 50 54 23 1
6 5 20 31 41 50 54 25 0
6 5 20 31 41 50 54 25 1
6 5 20 31 41 50 54 32 0
6 5 20 31 41 50 54 32 1
6 5 20 31 41 50 54 35 0
6 5 20 31 41 50 54 35 1
6 5 20 31 41 50 54 52 0
6 5 20 31 41 50 54 52 1
6 5 20 31 41 50 54 53 0
6 5 20 31 41 50 54 53 1
6 5 20 31 43 50 54 25 0
6 5 20 31 43 50 54 25 1
6 5 20 31 43 50 54 52 0
6 5 20 31 43 50 54 52 1
6 5 20 21 31 41 54 23 0
6 5 20 21 31 41 54 23 1
6 5 20 21 31 41 54 25 0
6 5 20 21 31 41 54 25 1
6 5 20 21 31 41 54 32 0
6 5 20 21 31 41 54 32 1
6 5 20 21 31 41 54 35 0
6 5 20 21 31 41 54 35 1
6 5 20 21 31 41 54 52 0
6 5 20 21 31 41 54 52 1
6 5 20 21 31 41 54 53 0
6 5 20 21 31 41 54 53 1
6 5 20 21 31 43 53 24 0
6 5 20 21 31 43 53 24 1
6 5 20 21 31 43 53 42 0
6 5 20 21 31 43 53 42 1
6 5 20 21 31 43 53 45 0
6 5 20 21 31 43 53 45 1
6 5 20 21 31 43 54 25 0
6 5 20 21 31 43 54 25 1
6 5 20 21 31 43 54 52 0
6 5 20 21 31 43 54 52 1
6 5 20 21 32 42 52 34 0
6 5 20 21 32 42 54 35 0
6 5 20 21 32 42 54 53 0
6 5 20 21 32 43 53 45 0
6 5 20 31 41 42 53 45 0
6 5 20 31 41 42 53 45 1
6 5 20 31 41 42 53 54 0
6 5 20 31 41 42 53 54 1
6 5 20 31 41 53 54 25 0
6 5 20 31 41 53 54 25 1
6 5 20 31 41 53 54 52 0
6 5 20 31 41 53 54 52 1
6 5 20 31 42 43 52 45 0
